EmployeeNumber,Surname,GivenName,FullName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,Agegroup,LengthService,lengthofservicecategory,AbsentHours,AbsentCategory,AbsentDays,BusinessUnit
3023,Holland,Sharon,Holland Sharon,Female,Cassiar,Meat Cutter,Meats,Terrace,Stores,46,Middle Aged,5,Level 1,86,Absent Category 3,4,Stores
3024,Meza,Kathryn,Meza Kathryn,Female,Surrey,Meat Cutter,Meats,Surrey,Stores,46,Middle Aged,5,Level 1,110,Absent Category 3,5,Stores
3025,Griffin,Nicholas,Griffin Nicholas,Male,Hope,Produce Clerk,Produce,Chilliwack,Stores,49,Middle Aged,5,Level 1,53,Absent Category 2,2,Stores
3026,Dawes,Rose,Dawes Rose,Female,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,54,Elderly,3,Level 1,136,Absent Category 4,6,Stores
3027,Roberts,Joseph,Roberts Joseph,Male,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,46,Middle Aged,5,Level 1,70,Absent Category 2,3,Stores
3028,Pena,Eric,Pena Eric,Male,Burnaby,Meat Cutter,Meats,Burnaby,Stores,41,Middle Aged,5,Level 1,60,Absent Category 2,3,Stores
3029,Gentry,Andres,Gentry Andres,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,55,Elderly,3,Level 1,131,Absent Category 4,5,Stores
3030,Harper,Ryan,Harper Ryan,Male,Surrey,Meat Cutter,Meats,Surrey,Stores,25,Young Adult,4,Level 1,0,Not Absent,0,Stores
3031,Beliveau,Betty,Beliveau Betty,Female,Surrey,Meat Cutter,Meats,Surrey,Stores,24,Young Adult,1,Level 1,0,Not Absent,0,Stores
3032,Coyne,Darlene,Coyne Darlene,Female,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,47,Middle Aged,4,Level 1,70,Absent Category 2,3,Stores
3033,McCray,Robert,McCray Robert,Male,Tofino,Produce Clerk,Produce,Nanaimo,Stores,44,Middle Aged,4,Level 1,56,Absent Category 2,2,Stores
3034,Sokolowski,Larry,Sokolowski Larry,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,48,Middle Aged,2,Level 1,69,Absent Category 2,3,Stores
3035,Flores,Mary,Flores Mary,Female,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,45,Middle Aged,6,Level 2,43,Absent Category 2,2,Stores
3036,Smallwood,Alice,Smallwood Alice,Female,New Westminster,Meat Cutter,Meats,New Westminster,Stores,23,Young Adult,2,Level 1,0,Not Absent,0,Stores
3037,Odom,Charles,Odom Charles,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,31,Adult,1,Level 1,0,Not Absent,0,Stores
3038,Short,John,Short John,Male,Princeton,Produce Clerk,Produce,Princeton,Stores,30,Adult,3,Level 1,0,Not Absent,0,Stores
3039,Culler,Jordan,Culler Jordan,Male,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,42,Middle Aged,4,Level 1,82,Absent Category 3,3,Stores
3040,Lee,Sandy,Lee Sandy,Female,Hope,Produce Clerk,Produce,Chilliwack,Stores,48,Middle Aged,4,Level 1,106,Absent Category 3,4,Stores
3041,Vargas,Mario,Vargas Mario,Male,Smithers,Meat Cutter,Meats,Terrace,Stores,43,Middle Aged,6,Level 2,54,Absent Category 2,2,Stores
3042,Moore,Tamara,Moore Tamara,Female,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,9,Young Adult,5,Level 1,0,Not Absent,0,Stores
3043,Nelson,Kenneth,Nelson Kenneth,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,27,Young Adult,3,Level 1,0,Not Absent,0,Stores
3044,Echols,Ronald,Echols Ronald,Male,Richmond,Meat Cutter,Meats,Richmond,Stores,43,Middle Aged,3,Level 1,74,Absent Category 2,3,Stores
3045,Ruiz,Heather,Ruiz Heather,Female,Penticton,Meat Cutter,Meats,Kelowna,Stores,47,Middle Aged,5,Level 1,85,Absent Category 3,4,Stores
3046,Maas,Kathleen,Maas Kathleen,Female,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,49,Middle Aged,6,Level 2,127,Absent Category 4,5,Stores
3047,McDaniel,Amanda,McDaniel Amanda,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,40,Middle Aged,3,Level 1,56,Absent Category 2,2,Stores
3048,Davis,Jana,Davis Jana,Female,Lakelse Lake,Meat Cutter,Meats,Terrace,Stores,40,Middle Aged,4,Level 1,63,Absent Category 2,3,Stores
3049,Chu,Steven,Chu Steven,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,28,Young Adult,4,Level 1,20,Absent Category 1,1,Stores
3050,Clinton,Maxine,Clinton Maxine,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49,Middle Aged,7,Level 2,73,Absent Category 2,3,Stores
3051,Neveu,Walter,Neveu Walter,Male,Vernon,Produce Clerk,Produce,Vernon,Stores,45,Middle Aged,7,Level 2,48,Absent Category 2,2,Stores
3052,Kowal,Judy,Kowal Judy,Female,Port Mcneill,Produce Clerk,Produce,Nanaimo,Stores,47,Middle Aged,7,Level 2,86,Absent Category 3,4,Stores
3053,Blass,Richard,Blass Richard,Male,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,37,Adult,5,Level 1,42,Absent Category 2,2,Stores
3054,Ford,Paul,Ford Paul,Male,Langley,Meat Cutter,Meats,Langley,Stores,36,Adult,4,Level 1,7,Absent Category 1,0,Stores
3055,Rosenthal,Emilio,Rosenthal Emilio,Male,Fort Langley,Meat Cutter,Meats,Langley,Stores,39,Adult,3,Level 1,43,Absent Category 2,2,Stores
3056,Crosby,Marlene,Crosby Marlene,Female,New Westminster,Meat Cutter,Meats,New Westminster,Stores,49,Middle Aged,2,Level 1,100,Absent Category 3,4,Stores
3057,Andersen,Demetrius,Andersen Demetrius,Male,Ocean Falls,Dairy Person,Dairy,Ocean Falls,Stores,47,Middle Aged,4,Level 1,48,Absent Category 2,2,Stores
3058,Duncan,Ida,Duncan Ida,Female,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,40,Middle Aged,4,Level 1,86,Absent Category 3,4,Stores
3059,Gallegos,Gary,Gallegos Gary,Male,Richmond,Meat Cutter,Meats,Richmond,Stores,49,Middle Aged,3,Level 1,78,Absent Category 2,3,Stores
3060,Lam,William,Lam William,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,35,Adult,1,Level 1,1,Absent Category 1,0,Stores
3061,Shirley,Maurice,Shirley Maurice,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,48,Middle Aged,2,Level 1,37,Absent Category 1,2,Stores
3062,Holcomb,Andrea,Holcomb Andrea,Female,Kelowna,Meat Cutter,Meats,Kelowna,Stores,43,Middle Aged,4,Level 1,56,Absent Category 2,2,Stores
3063,Arce,Richard,Arce Richard,Male,Bob Quinn Lake,Meat Cutter,Meats,Terrace,Stores,25,Young Adult,6,Level 2,0,Not Absent,0,Stores
3064,Garvey,Michael,Garvey Michael,Male,Vernon,Produce Clerk,Produce,Vernon,Stores,43,Middle Aged,6,Level 2,114,Absent Category 3,5,Stores
3065,Maziarz,Michael,Maziarz Michael,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,39,Adult,4,Level 1,25,Absent Category 1,1,Stores
3066,Headrick,Betty,Headrick Betty,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,45,Middle Aged,4,Level 1,79,Absent Category 2,3,Stores
3067,Hopper,Crystal,Hopper Crystal,Female,Victoria,Meat Cutter,Meats,Victoria,Stores,35,Adult,3,Level 1,71,Absent Category 2,3,Stores
3068,Barnard,Jefferey,Barnard Jefferey,Male,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,41,Middle Aged,6,Level 2,33,Absent Category 1,1,Stores
3069,Hansen,Howard,Hansen Howard,Male,Midway,Meat Cutter,Meats,Trail,Stores,29,Young Adult,3,Level 1,0,Not Absent,0,Stores
3070,Malloy,Gerald,Malloy Gerald,Male,Hixon,Meat Cutter,Meats,Prince George,Stores,38,Adult,6,Level 2,46,Absent Category 2,2,Stores
3071,Rooney,Vada,Rooney Vada,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,53,Elderly,6,Level 2,151,Absent Category 4,6,Stores
3072,Chea,Alfred,Chea Alfred,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,40,Middle Aged,6,Level 2,78,Absent Category 2,3,Stores
3073,Carder,Rose,Carder Rose,Female,Dragon Lake,Meat Cutter,Meats,Quesnel,Stores,42,Middle Aged,3,Level 1,67,Absent Category 2,3,Stores
3074,Davis,Victor,Davis Victor,Male,Mcleese Lake,Produce Clerk,Produce,Williams Lake,Stores,48,Middle Aged,2,Level 1,76,Absent Category 2,3,Stores
3075,Shaw,Cristal,Shaw Cristal,Female,Victoria,Meat Cutter,Meats,Victoria,Stores,43,Middle Aged,4,Level 1,83,Absent Category 3,3,Stores
3076,Cooper,Neal,Cooper Neal,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38,Adult,7,Level 2,31,Absent Category 1,1,Stores
3077,Juan,David,Juan David,Male,Mcbride,Meat Cutter,Meats,Prince George,Stores,35,Adult,6,Level 2,63,Absent Category 2,3,Stores
3078,Holmes,Connie,Holmes Connie,Female,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,48,Middle Aged,3,Level 1,109,Absent Category 3,5,Stores
3079,Johnson,Gloria,Johnson Gloria,Female,Pemberton,Meat Cutter,Meats,Squamish,Stores,36,Adult,5,Level 1,51,Absent Category 2,2,Stores
3080,Gipson,Flossie,Gipson Flossie,Female,Castlegar,Meat Cutter,Meats,Trail,Stores,39,Adult,4,Level 1,104,Absent Category 3,4,Stores
3081,Smith,Jose,Smith Jose,Male,Salmon Valley,Meat Cutter,Meats,Prince George,Stores,50,Elderly,6,Level 2,71,Absent Category 2,3,Stores
3082,Phillips,Debra,Phillips Debra,Female,Victoria,Meat Cutter,Meats,Victoria,Stores,42,Middle Aged,3,Level 1,0,Not Absent,0,Stores
3083,Hogan,Kimberly,Hogan Kimberly,Female,Hazelton,Meat Cutter,Meats,Terrace,Stores,41,Middle Aged,5,Level 1,50,Absent Category 2,2,Stores
3084,Hall,Alton,Hall Alton,Male,Burnaby,Meat Cutter,Meats,Burnaby,Stores,44,Middle Aged,3,Level 1,40,Absent Category 2,2,Stores
3085,Hughes,Carlos,Hughes Carlos,Male,Port Alice,Produce Clerk,Produce,Nanaimo,Stores,54,Elderly,4,Level 1,127,Absent Category 4,5,Stores
3086,Isaacs,Monte,Isaacs Monte,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43,Middle Aged,3,Level 1,45,Absent Category 2,2,Stores
3087,Guerrero,Roberta,Guerrero Roberta,Female,Port Alice,Produce Clerk,Produce,Nanaimo,Stores,60,Aged,5,Level 1,171,Absent Category 5,7,Stores
3088,Carroll,Sarah,Carroll Sarah,Female,Sandspit,Produce Clerk,Produce,Victoria,Stores,26,Young Adult,3,Level 1,2,Absent Category 1,0,Stores
3089,Norman,Joel,Norman Joel,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,38,Adult,3,Level 1,73,Absent Category 2,3,Stores
3090,Demaree,Michael,Demaree Michael,Male,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,46,Middle Aged,5,Level 1,66,Absent Category 2,3,Stores
3091,Lynch,Christian,Lynch Christian,Male,Surrey,Meat Cutter,Meats,Surrey,Stores,41,Middle Aged,4,Level 1,26,Absent Category 1,1,Stores
3092,Jones,Paul,Jones Paul,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,60,Aged,4,Level 1,142,Absent Category 4,6,Stores
3093,Daigle,Myrtle,Daigle Myrtle,Female,Kelowna,Meat Cutter,Meats,Kelowna,Stores,49,Middle Aged,6,Level 2,94,Absent Category 3,4,Stores
3094,Smith,Richard,Smith Richard,Male,Fauquier,Meat Cutter,Meats,Trail,Stores,42,Middle Aged,5,Level 1,82,Absent Category 3,3,Stores
3095,South,Gary,South Gary,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,54,Elderly,4,Level 1,114,Absent Category 3,5,Stores
3096,Perez,Luther,Perez Luther,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,38,Adult,4,Level 1,38,Absent Category 1,2,Stores
3097,Peters,Joanne,Peters Joanne,Female,Duncan,Produce Clerk,Produce,Quesnel,Stores,44,Middle Aged,4,Level 1,115,Absent Category 3,5,Stores
3098,Pauley,Donald,Pauley Donald,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,53,Elderly,4,Level 1,124,Absent Category 4,5,Stores
3099,Dacosta,Jimmy,Dacosta Jimmy,Male,Sparwood,Produce Clerk,Produce,Cranbrook,Stores,37,Adult,5,Level 1,41,Absent Category 2,2,Stores
3100,Cooper,Sarah,Cooper Sarah,Female,Tatla Lake,Meat Cutter,Meats,Williams Lake,Stores,26,Young Adult,8,Level 2,3,Absent Category 1,0,Stores
3101,Card,Robert,Card Robert,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,52,Elderly,5,Level 1,92,Absent Category 3,4,Stores
3102,Brown,Maria,Brown Maria,Female,Britannia Beach,Meat Cutter,Meats,Squamish,Stores,26,Young Adult,7,Level 2,0,Not Absent,0,Stores
3103,Wimberly,Paul,Wimberly Paul,Male,Richmond,Meat Cutter,Meats,Richmond,Stores,53,Elderly,6,Level 2,77,Absent Category 2,3,Stores
3104,Moore,Ericka,Moore Ericka,Female,Britannia Beach,Meat Cutter,Meats,Squamish,Stores,44,Middle Aged,5,Level 1,77,Absent Category 2,3,Stores
3105,Pieper,Ronnie,Pieper Ronnie,Male,Lakeview Heights,Produce Clerk,Produce,Kelowna,Stores,45,Middle Aged,3,Level 1,53,Absent Category 2,2,Stores
3106,Tauber,Jo,Tauber Jo,Female,Bamfield,Produce Clerk,Produce,Victoria,Stores,31,Adult,7,Level 2,0,Not Absent,0,Stores
3107,Cooper,James,Cooper James,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,53,Elderly,5,Level 1,100,Absent Category 3,4,Stores
3108,Murphy,Cynthia,Murphy Cynthia,Female,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,48,Middle Aged,4,Level 1,102,Absent Category 3,4,Stores
3109,Sarabia,Kristopher,Sarabia Kristopher,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,54,Elderly,5,Level 1,111,Absent Category 3,5,Stores
3110,Sheard,Alice,Sheard Alice,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48,Middle Aged,6,Level 2,97,Absent Category 3,4,Stores
3111,Williams,Julie,Williams Julie,Female,Westwold,Produce Clerk,Produce,Vernon,Stores,56,Elderly,3,Level 1,161,Absent Category 5,7,Stores
3112,Adams,Gregory,Adams Gregory,Male,Celista,Meat Cutter,Meats,Kamloops,Stores,32,Adult,4,Level 1,0,Not Absent,0,Stores
3113,Hardman,Thomas,Hardman Thomas,Male,Burnaby,Baker,Bakery,Burnaby,Stores,26,Young Adult,1,Level 1,0,Not Absent,0,Stores
3114,Kirkendall,Steve,Kirkendall Steve,Male,Keremeos,Meat Cutter,Meats,Kelowna,Stores,48,Middle Aged,3,Level 1,44,Absent Category 2,2,Stores
3115,Desai,April,Desai April,Female,Kitimat,Meat Cutter,Meats,Terrace,Stores,39,Adult,6,Level 2,58,Absent Category 2,2,Stores
3116,Harris,Vonda,Harris Vonda,Female,Victoria,Meat Cutter,Meats,Victoria,Stores,38,Adult,5,Level 1,4,Absent Category 1,0,Stores
3117,Holloway,Chara,Holloway Chara,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,Middle Aged,4,Level 1,68,Absent Category 2,3,Stores
3118,Noyes,Patrick,Noyes Patrick,Male,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,31,Adult,3,Level 1,22,Absent Category 1,1,Stores
3119,Downing,William,Downing William,Male,Burnaby,Meat Cutter,Meats,Burnaby,Stores,39,Adult,6,Level 2,34,Absent Category 1,1,Stores
3120,Clifton,Oliver,Clifton Oliver,Male,Whistler,Meat Cutter,Meats,Squamish,Stores,43,Middle Aged,6,Level 2,27,Absent Category 1,1,Stores
3121,Oakley,Robert,Oakley Robert,Male,Smithers,Produce Clerk,Produce,Terrace,Stores,35,Adult,5,Level 1,86,Absent Category 3,4,Stores
3122,Rinehart,Clementine,Rinehart Clementine,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,36,Adult,6,Level 2,17,Absent Category 1,1,Stores
3123,Stanback,Donald,Stanback Donald,Male,Burnaby,Meat Cutter,Meats,Burnaby,Stores,44,Middle Aged,3,Level 1,102,Absent Category 3,4,Stores
3124,Brito,Felicia,Brito Felicia,Female,Aiyansh,Produce Clerk,Produce,Terrace,Stores,47,Middle Aged,5,Level 1,80,Absent Category 3,3,Stores
3125,Loving,Leslie,Loving Leslie,Female,Langley,Meat Cutter,Meats,Langley,Stores,41,Middle Aged,5,Level 1,46,Absent Category 2,2,Stores
3126,Nickerson,Sandra,Nickerson Sandra,Female,Surrey,Meat Cutter,Meats,Surrey,Stores,19,Young Adult,5,Level 1,0,Not Absent,0,Stores
3127,McCay,Wanda,McCay Wanda,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33,Adult,4,Level 1,11,Absent Category 1,0,Stores
3128,Crawley,Elizabeth,Crawley Elizabeth,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45,Middle Aged,5,Level 1,56,Absent Category 2,2,Stores
3129,Partee,Mildred,Partee Mildred,Female,Powell River,Meat Cutter,Meats,Nanaimo,Stores,34,Adult,3,Level 1,29,Absent Category 1,1,Stores
3130,Magallon,Robert,Magallon Robert,Male,Kelowna,Produce Clerk,Produce,Kelowna,Stores,44,Middle Aged,0,Level 1,105,Absent Category 3,4,Stores
3131,Lyon,Lou,Lyon Lou,Female,Huntingdon,Meat Cutter,Meats,Abbotsford,Stores,42,Middle Aged,3,Level 1,126,Absent Category 4,5,Stores
3132,Karp,Alvin,Karp Alvin,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,29,Young Adult,4,Level 1,8,Absent Category 1,0,Stores
3133,Fitch,Walter,Fitch Walter,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,39,Adult,5,Level 1,45,Absent Category 2,2,Stores
3134,Ybarra,Robert,Ybarra Robert,Male,Port Alberni,Produce Clerk,Produce,Nanaimo,Stores,23,Young Adult,5,Level 1,0,Not Absent,0,Stores
3135,Kennedy,Barbara,Kennedy Barbara,Female,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,40,Middle Aged,5,Level 1,48,Absent Category 2,2,Stores
3136,Frazier,Candace,Frazier Candace,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,Middle Aged,5,Level 1,91,Absent Category 3,4,Stores
3137,Brock,Victoria,Brock Victoria,Female,New Westminster,Meat Cutter,Meats,New Westminster,Stores,49,Middle Aged,7,Level 2,96,Absent Category 3,4,Stores
3138,Gleason,Willie,Gleason Willie,Male,Victoria,Meat Cutter,Meats,Victoria,Stores,45,Middle Aged,3,Level 1,86,Absent Category 3,4,Stores
3139,Martinez,Daniel,Martinez Daniel,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,53,Elderly,5,Level 1,100,Absent Category 3,4,Stores
3140,Elkins,Jose,Elkins Jose,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,32,Adult,5,Level 1,36,Absent Category 1,2,Stores
3141,Edwards,Steven,Edwards Steven,Male,Langley,Meat Cutter,Meats,Langley,Stores,56,Elderly,3,Level 1,94,Absent Category 3,4,Stores
3142,Hernandez,Jane,Hernandez Jane,Female,Surrey,Meat Cutter,Meats,Surrey,Stores,43,Middle Aged,6,Level 2,34,Absent Category 1,1,Stores
3143,Luman,Robert,Luman Robert,Male,New Westminster,Meat Cutter,Meats,New Westminster,Stores,45,Middle Aged,8,Level 2,121,Absent Category 4,5,Stores
3144,Hardee,Jasmine,Hardee Jasmine,Female,Iskut,Meat Cutter,Meats,Terrace,Stores,58,Elderly,3,Level 1,140,Absent Category 4,6,Stores
3145,Peterson,June,Peterson June,Female,Sparwood,Meat Cutter,Meats,Cranbrook,Stores,36,Adult,2,Level 1,39,Absent Category 1,2,Stores
3146,Myers,Heather,Myers Heather,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,29,Young Adult,5,Level 1,4,Absent Category 1,0,Stores
3147,Clark,Robert,Clark Robert,Male,Kitimat,Produce Clerk,Produce,Terrace,Stores,26,Young Adult,2,Level 1,2,Absent Category 1,0,Stores
3148,Drago,Marjorie,Drago Marjorie,Female,New Westminster,Meat Cutter,Meats,New Westminster,Stores,42,Middle Aged,4,Level 1,69,Absent Category 2,3,Stores
3149,Dolphin,Peggy,Dolphin Peggy,Female,Victoria,Meat Cutter,Meats,Victoria,Stores,30,Adult,4,Level 1,36,Absent Category 1,2,Stores
3150,Rochester,Katrina,Rochester Katrina,Female,Victoria,Produce Clerk,Produce,Victoria,Stores,33,Adult,5,Level 1,44,Absent Category 2,2,Stores
3151,Means,Patricia,Means Patricia,Female,Quadra Island,Produce Clerk,Produce,Victoria,Stores,40,Middle Aged,4,Level 1,47,Absent Category 2,2,Stores
3152,Cheney,Mary,Cheney Mary,Female,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,59,Elderly,7,Level 2,144,Absent Category 4,6,Stores
3153,Souliere,James,Souliere James,Male,Surrey,Meat Cutter,Meats,Surrey,Stores,22,Young Adult,2,Level 1,0,Not Absent,0,Stores
3154,Fields,James,Fields James,Male,Kelowna,Produce Clerk,Produce,Kelowna,Stores,46,Middle Aged,3,Level 1,74,Absent Category 2,3,Stores
3155,Odom,Alice,Odom Alice,Female,Surrey,Meat Cutter,Meats,Surrey,Stores,55,Elderly,4,Level 1,128,Absent Category 4,5,Stores
3156,Armstrong,Renee,Armstrong Renee,Female,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,43,Middle Aged,3,Level 1,85,Absent Category 3,4,Stores
3157,Hutchins,Karen,Hutchins Karen,Female,Trail,Meat Cutter,Meats,Trail,Stores,34,Adult,5,Level 1,70,Absent Category 2,3,Stores
3158,Daley,Terri,Daley Terri,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39,Adult,5,Level 1,45,Absent Category 2,2,Stores
3159,Davis,Cynthia,Davis Cynthia,Female,Richmond,Meat Cutter,Meats,Richmond,Stores,48,Middle Aged,4,Level 1,93,Absent Category 3,4,Stores
3160,Cloud,Judy,Cloud Judy,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,30,Adult,2,Level 1,16,Absent Category 1,1,Stores
3161,Strunk,Robert,Strunk Robert,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43,Middle Aged,6,Level 2,65,Absent Category 2,3,Stores
3162,Walker,Jose,Walker Jose,Male,New Westminster,Meat Cutter,Meats,New Westminster,Stores,54,Elderly,5,Level 1,109,Absent Category 3,5,Stores
3163,Haynes,David,Haynes David,Male,Smithers,Meat Cutter,Meats,Terrace,Stores,55,Elderly,5,Level 1,97,Absent Category 3,4,Stores
3164,Casteel,Mario,Casteel Mario,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,Middle Aged,2,Level 1,48,Absent Category 2,2,Stores
3165,Knisley,Jamal,Knisley Jamal,Male,Courtenay,Produce Clerk,Produce,Nanaimo,Stores,36,Adult,3,Level 1,0,Not Absent,0,Stores
3166,Walters,Gary,Walters Gary,Male,Blueberry,Meat Cutter,Meats,Kamloops,Stores,53,Elderly,5,Level 1,68,Absent Category 2,3,Stores
3167,Gimenez,Noelia,Gimenez Noelia,Female,New Westminster,Meat Cutter,Meats,New Westminster,Stores,39,Adult,4,Level 1,63,Absent Category 2,3,Stores
3168,Johnson,Phyllis,Johnson Phyllis,Female,Vancouver,Meat Cutter,Meats,Vancouver,Stores,40,Middle Aged,5,Level 1,45,Absent Category 2,2,Stores
3169,Rubino,Richard,Rubino Richard,Male,Dease Lake,Dairy Person,Dairy,Dease Lake,Stores,37,Adult,6,Level 2,0,Not Absent,0,Stores
3170,Siewert,Robert,Siewert Robert,Male,Summerland,Meat Cutter,Meats,Kelowna,Stores,37,Adult,3,Level 1,40,Absent Category 2,2,Stores
3171,Mendoza,Roberta,Mendoza Roberta,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,30,Adult,5,Level 1,0,Not Absent,0,Stores
3172,Reed,Adam,Reed Adam,Male,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,38,Adult,4,Level 1,32,Absent Category 1,1,Stores
3173,Friedman,Albert,Friedman Albert,Male,Vancouver,Dairy Person,Dairy,Vancouver,Stores,48,Middle Aged,5,Level 1,113,Absent Category 3,5,Stores
3174,Miller,Lillian,Miller Lillian,Female,Vancouver,Dairy Person,Dairy,Vancouver,Stores,19,Young Adult,6,Level 2,0,Not Absent,0,Stores
3175,Cason,Janet,Cason Janet,Female,Langley,Meat Cutter,Meats,Langley,Stores,34,Adult,5,Level 1,13,Absent Category 1,1,Stores
3176,Leonard,Kimberley,Leonard Kimberley,Female,Richmond,Meat Cutter,Meats,Richmond,Stores,43,Middle Aged,3,Level 1,102,Absent Category 3,4,Stores
3177,Payne,Barbara,Payne Barbara,Female,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,66,Aged,3,Level 1,208,Absent Category 6,9,Stores
3178,Newport,Curtis,Newport Curtis,Male,Sandspit,Produce Clerk,Produce,Victoria,Stores,37,Adult,5,Level 1,21,Absent Category 1,1,Stores
3179,Ryan,Robert,Ryan Robert,Male,Sandspit,Produce Clerk,Produce,Victoria,Stores,30,Adult,5,Level 1,5,Absent Category 1,0,Stores
3180,Bell,Benjamin,Bell Benjamin,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,27,Young Adult,3,Level 1,0,Not Absent,0,Stores
3181,Wolford,Theodore,Wolford Theodore,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48,Middle Aged,2,Level 1,76,Absent Category 2,3,Stores
3182,Thompson,Ty,Thompson Ty,Male,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,Middle Aged,3,Level 1,40,Absent Category 2,2,Stores
3183,Guillen,Yvonne,Guillen Yvonne,Female,Langley,Meat Cutter,Meats,Langley,Stores,52,Elderly,3,Level 1,128,Absent Category 4,5,Stores
3184,Branum,Laurie,Branum Laurie,Female,Langley,Meat Cutter,Meats,Langley,Stores,26,Young Adult,3,Level 1,28,Absent Category 1,1,Stores
3185,Lavery,Stacie,Lavery Stacie,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38,Adult,4,Level 1,15,Absent Category 1,1,Stores
3186,Free,George,Free George,Male,Prince George,Meat Cutter,Meats,Prince George,Stores,52,Elderly,4,Level 1,135,Absent Category 4,6,Stores
3187,Foret,Cecilia,Foret Cecilia,Female,Midway,Meat Cutter,Meats,Trail,Stores,38,Adult,5,Level 1,86,Absent Category 3,4,Stores
3188,Kinder,Heather,Kinder Heather,Female,Dragon Lake,Meat Cutter,Meats,Quesnel,Stores,23,Young Adult,4,Level 1,0,Not Absent,0,Stores
3189,Cooley,Eric,Cooley Eric,Male,Victoria,Produce Clerk,Produce,Victoria,Stores,30,Adult,6,Level 2,0,Not Absent,0,Stores
3190,Thompson,Clyde,Thompson Clyde,Male,New Westminster,Meat Cutter,Meats,New Westminster,Stores,53,Elderly,2,Level 1,103,Absent Category 3,4,Stores
3191,Drake,Gerald,Drake Gerald,Male,Montney,Meat Cutter,Meats,Fort St John,Stores,52,Elderly,3,Level 1,91,Absent Category 3,4,Stores
3192,Thacker,Brian,Thacker Brian,Male,Prince George,Meat Cutter,Meats,Prince George,Stores,36,Adult,5,Level 1,0,Not Absent,0,Stores
